@relation grafo
@attribute degree_H numeric
@attribute degree_L numeric
@attribute short_path numeric
@attribute clustering_H numeric
@attribute clustering_L numeric
@attribute betweenness_centrality_H numeric
@attribute betweenness_centrality_L numeric
@attribute closeness_centrality_H numeric
@attribute closeness_centrality_L numeric
@attribute eccentricity_H numeric
@attribute eccentricity_L numeric
@attribute eigenCentrality_H numeric
@attribute eigenCentrality_L numeric
@attribute common_neighbors numeric
@attribute has_edge {True,False}


@data

10,7,4,0.0,0.0,0.0003133666863269513,0.00016390993754731502,0.2300736309249885,0.22727066096917903,6,6,0.008553362602830726,0.007625101353457533,0,False
11,6,5,0.0,0.0,0.0004140184411353004,0.0001061342939112149,0.23592562880468124,0.21845710165825521,6,6,0.01084258129182214,0.004883118646034504,0,False
13,6,5,0.0,0.0,0.0005103924423103047,0.00010030486743355074,0.2370948237023688,0.21908893709327548,6,6,0.01157787892933217,0.005152978015373799,0,False
11,6,4,0.0,0.0,0.000422047633297003,0.00010489894473484036,0.23360512113636894,0.22150104115900934,6,6,0.010042447514670455,0.005829155626379255,0,False
9,5,4,0.0,0.0,0.00029055747001151375,7.973836618482339e-05,0.23228639130232775,0.21950255746054048,7,6,0.009674946921758376,0.004954950745065008,0,False
8,7,5,0.0,0.0,0.00021428542350106848,0.00016062226019986645,0.22892007600906614,0.2247774480712166,6,6,0.008231911399119062,0.006645250885921853,0,False
13,8,4,0.0,0.0,0.0005700518260807926,0.00020570579942318654,0.23941672253615554,0.22791821476601856,6,6,0.012477789504723115,0.007600559689315122,0,False
11,9,4,0.0,0.0,0.000400057828282224,0.00027936602906421655,0.23237276318847316,0.23104117565506724,6,6,0.00982469684739475,0.008987111959724004,0,False
14,11,4,0.0,0.0,0.0006555293258333472,0.00048414068052849064,0.24033169090253576,0.23969220442995492,6,6,0.013553475349431405,0.01300167392250884,0,False
13,6,4,0.0,0.0,0.0005767006422302378,0.00011449978675111413,0.23915331260464004,0.22102122015915118,6,6,0.013197077038594351,0.005514682850152473,0,False
10,8,4,0.0,0.0,0.00035391645533826093,0.0002098460037356462,0.232345765074939,0.22911415608817196,6,6,0.009762216454418696,0.008150129246501436,0,False
9,5,4,0.0,0.0,0.0002659272179542033,7.951276930653766e-05,0.2281991008056234,0.21908893709327548,6,6,0.00783351348363539,0.005140529045385247,0,False
11,9,5,0.0,0.0,0.0003960348524685498,0.00029827178991313525,0.23467974745933767,0.2343112902469888,6,6,0.010664240367055617,0.010492966713646823,0,False
9,7,4,0.0,0.0,0.0002679172902448906,0.00019554037922168334,0.22906166956840465,0.22772096836639413,6,6,0.008561595447558027,0.00785053845585779,0,False
11,9,5,0.0,0.0,0.00044036114161025397,0.00027930831227810634,0.23572539959451178,0.22824598246895544,6,6,0.011519890993923842,0.008095427762886647,0,False
10,7,4,0.0,0.0,0.0003743116304679847,0.000149861732084649,0.23609832117305377,0.22315709598946593,6,6,0.011282229693048035,0.006632949127198443,0,False
6,5,5,0.0,0.0,0.00011677978227362683,8.469353849651794e-05,0.22077721351291676,0.2165176154695654,6,6,0.005584825306022381,0.004364122551297989,0,False
5,4,5,0.0,0.0,7.632875659586311e-05,5.834343875825253e-05,0.21944956544640506,0.2112479665349756,7,6,0.005043804831990593,0.003388639441076388,0,False
9,7,5,0.0,0.0,0.000324663261992544,0.00016103594877315462,0.23570872916715777,0.2234613149778751,6,6,0.011145732041318572,0.006604711344560126,0,False
14,7,5,0.0,0.0,0.0006853267152424083,0.0001802472706647655,0.2427413089920373,0.2235612395474668,6,6,0.014765921050088813,0.006404751241903486,0,False
9,8,5,0.0,0.0,0.0002754988245903174,0.0002382705017926148,0.2320115089217347,0.23076923076923078,6,6,0.009208118108040108,0.009055355485706528,0,False
11,10,4,0.0,0.0,0.00042574925096327306,0.00036038150679444593,0.23586441157738305,0.23189851106266524,6,6,0.01114958362990586,0.009325217287107423,0,False
13,5,4,0.0,0.0,0.000568290904454049,8.777444123074372e-05,0.2417085670083156,0.2188060746640991,6,6,0.014526663005928912,0.005015160581887256,0,False
10,10,4,0.0,0.0,0.00034607531780056104,0.000304302566868019,0.23403159742539498,0.22686844851840088,6,6,0.010743042904313096,0.007424716680644967,0,False
10,7,4,0.0,0.0,0.0004267232245458434,0.00016772309971266038,0.23298459817787823,0.22403208460297544,6,6,0.009691242577454826,0.0063495388167913065,0,False
12,4,5,0.0,0.0,0.0005073312692191335,5.2060425209950386e-05,0.23701052431971176,0.21040338362477115,7,6,0.011726961966691091,0.0030943290489772435,0,False
10,8,5,0.0,0.0,0.00031626564112194875,0.00021904163922105527,0.23446513154809362,0.2251976306839936,6,6,0.01067480742669209,0.006789283612119824,0,False
14,9,3,0.0,0.0,0.0006952609937581884,0.00024963507164208826,0.2447316249357515,0.2300736309249885,6,6,0.01658905311228865,0.008655359789131288,0,False
9,3,5,0.0,0.0,0.0002677182588604711,2.7844066234326552e-05,0.23278932786999743,0.20999684973222724,7,6,0.009531889161619829,0.003189478102331238,0,False
8,7,4,0.0,0.0,0.0002073337588940096,0.00016172910639544128,0.22624731304446205,0.2235812351862618,6,6,0.007406201429304721,0.006257380080061207,0,False
13,8,4,0.0,0.0,0.0006151152420999487,0.00020339126400045212,0.23919335932827787,0.22756030951297224,6,6,0.012491973753822161,0.00813699121773514,0,False
12,6,5,0.0,0.0,0.00042382867871447883,0.00011396119968248977,0.2338017630415975,0.21632087921597473,6,6,0.0106431612552202,0.004267279013445524,0,False
9,3,5,0.0,0.0,0.0002754216141418442,2.614089260323753e-05,0.23057765479072986,0.2049059387679823,7,6,0.008801998829454274,0.002239105191650186,0,False
12,6,5,0.0,0.0,0.0005234816600013559,0.00011138336957642801,0.24000288032259612,0.22488866897575457,6,6,0.013086276354729814,0.0070693149702114625,0,False
15,12,4,0.0,0.0,0.000723086247302672,0.00047885159745947016,0.24108499095840868,0.23681966747193406,6,6,0.014358604796324323,0.01165390460110903,0,False
14,10,4,0.0,0.0,0.0006051997865494298,0.0003269401654876998,0.24106755388398668,0.2314904847895541,6,6,0.014762691304870568,0.009526005959020372,0,False
12,4,5,0.0,0.0,0.0004000313336954874,5.834343875825253e-05,0.2331965110312981,0.2112479665349756,7,6,0.009933562882277255,0.003388639441076388,0,False
8,6,5,0.0,0.0,0.00022598101027179352,0.00011863716095943536,0.22975643382352942,0.22237295674413432,6,6,0.008467083253420856,0.0058889739254242195,0,False
